ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_DUMMY000443,malawi,48.18462478855144,Yes,No,No,Don't know or N/A,No,58366.20446671681,459.3994706290625,2782.007590642524,15.129999783170069,Have now,Used to have but don't have now,,No,Male,"Yes, always",No,Never had,No,Don't know or N/A,Yes,No,No,Don't know,No,Yes,Have now,Used to have but don't have now,Used to have but don't have now,No,100.61902006116298,Never had,Used to have but don't have now,Yes,Have now,Never had,Medium
ID_DUMMY000444,lesotho,45.996221323635204,No,Yes,Yes,Don't know or N/A,Don't know or N/A,7661.81777358728,1228.9714780776155,6883.127134652135,1.1174806789967353,Used to have but don't have now,Never had,No,Yes,Female,No,No,Have now,No,No,Don't know or N/A,Yes,No,Don't know,Yes,No,Never had,Never had,Have now,No,74.01403294230494,Have now,Have now,Yes,Never had,Have now,Low
ID_DUMMY000445,malawi,50.429872772671274,Yes,No,Yes,Yes,No,17581.134004487205,348.9996236140683,1935.8235144809848,2.319017953781472,Used to have but don't have now,Have now,,No,Female,"Yes, sometimes",Yes,Have now,No,No,Don't know or N/A,No,No,Don't know,No,No,Never had,Never had,Used to have but don't have now,Yes,110.49199301560289,Have now,Have now,No,Used to have but don't have now,Have now,Low
ID_DUMMY000446,eswatini,52.87573657319214,Yes,Yes,No,Don't know or N/A,Don't know or N/A,336968.58629194053,337.3162612808942,150.5235746814129,11.28548230029503,Used to have but don't have now,Never had,,Yes,Male,No,No,Never had,"Yes, always",No,Yes,No,No,No,Yes,No,Never had,Used to have but don't have now,Never had,Yes,79.97556570322028,Never had,Have now,No,Never had,Never had,Medium
ID_DUMMY000447,zimbabwe,37.22960351386277,Yes,No,Yes,Don't know or N/A,Yes,54530.820067674875,147.24403323922888,6293.379718048862,6.111716403019921,Never had,Used to have but don't have now,,No,Male,"Yes, sometimes",Yes,Have now,"Yes, always",No,Don't know or N/A,No,Yes,No,No,No,Used to have but don't have now,Never had,Never had,No,51.31216004440048,Never had,Have now,Yes,Have now,Have now,Medium
ID_DUMMY000448,malawi,63.91018423801742,Don't know or N/A,No,No,Don't know or N/A,Yes,643.348664922948,480.90237942864104,8495.213757766725,2.9342106461394817,Have now,Have now,,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,No,Yes,No,Yes,Yes,Yes,Have now,Never had,Never had,Yes,2.6295994530010747,Have now,Have now,Yes,Have now,Have now,Medium
ID_DUMMY000449,zimbabwe,40.30466104650892,No,Yes,No,No,No,64.11341905217755,1074.1053707869398,522.4294791962404,13.094062255622891,Used to have but don't have now,Have now,Yes,No,Female,"Yes, always",Yes,Have now,No,Don't know or N/A,Yes,No,Yes,No,Yes,No,Never had,Never had,Have now,Yes,12.647186172936626,Used to have but don't have now,Used to have but don't have now,No,Used to have but don't have now,Have now,Low
ID_DUMMY000450,eswatini,34.082526131202734,No,No,No,Yes,No,53490.74926173322,166.54068910621478,7814.758467799969,0.8687456019759164,Have now,Have now,,Yes,Female,No,No,Have now,No,No,Don't know or N/A,No,Yes,Yes,No,No,Used to have but don't have now,Never had,Never had,Yes,19.25551371254717,Have now,Used to have but don't have now,No,Never had,Used to have but don't have now,Low
ID_DUMMY000451,lesotho,49.48446275262054,No,Yes,No,No,Yes,5884.650261567104,2580.967211469942,10329.223490500357,0.5850958690531574,Never had,Have now,No,No,Male,No,No,Have now,"Yes, sometimes",No,Don't know or N/A,No,Yes,Don't know,No,Yes,Have now,Have now,Have now,Yes,34.70249355551398,Have now,Have now,No,Used to have but don't have now,Never had,Low
ID_DUMMY000452,eswatini,26.978193681306422,No,Yes,No,Yes,Yes,572.0228510912632,91458.59525387811,16990.731106647338,2.207166189586289,Never had,Used to have but don't have now,Yes,Yes,Male,No,No,Have now,"Yes, sometimes",No,No,Yes,No,Yes,Yes,No,Have now,Never had,Never had,Yes,42.45469904837232,Have now,Used to have but don't have now,Yes,Have now,Used to have but don't have now,Medium
ID_DUMMY000453,malawi,45.7823927406219,No,No,Yes,Yes,Don't know or N/A,8906.43737437378,2498.2000036079944,1142.6204816461825,15.268397969230026,Have now,Used to have but don't have now,,Yes,Female,"Yes, always",Yes,Used to have but don't have now,"Yes, sometimes",No,Don't know or N/A,Yes,Yes,No,No,Yes,Have now,Have now,Used to have but don't have now,Yes,39.2091050436049,Have now,Used to have but don't have now,Yes,Used to have but don't have now,Have now,Medium
ID_DUMMY000454,zimbabwe,41.03071607551996,Don't know or N/A,No,No,Yes,No,35.21243384642427,776.891385921046,390.51579567414467,4.030137157340868,Never had,Never had,No,Yes,Female,"Yes, sometimes",No,Used to have but don't have now,No,No,Yes,Yes,Yes,Yes,No,Yes,Never had,Used to have but don't have now,Have now,No,60.375896706184804,Used to have but don't have now,Have now,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000455,lesotho,44.40977998569166,Don't know or N/A,Yes,No,No,No,1592.3092939523365,4370.804000460832,4310.625055137321,9.786625034027141,Have now,Have now,Yes,No,Female,"Yes, always",Yes,Used to have but don't have now,"Yes, sometimes",No,No,Yes,Yes,Don't know,No,No,Never had,Never had,Used to have but don't have now,No,89.80270243988878,Have now,Have now,No,Have now,Used to have but don't have now,Medium
ID_DUMMY000456,lesotho,64.6785227779545,Yes,Yes,Yes,Don't know or N/A,No,310.51218052503145,2231.5420221021045,341.2154056696227,0.9877034469695107,Used to have but don't have now,Have now,No,Yes,Female,No,No,Never had,"Yes, sometimes",Don't know or N/A,Yes,No,Yes,Yes,No,Yes,Never had,Never had,Used to have but don't have now,No,83.27395086121882,Never had,Never had,No,Used to have but don't have now,Have now,Low
ID_DUMMY000457,malawi,34.99159823673899,Yes,No,No,No,No,1652.1292202698462,4739.680839659999,9444.784837423944,3.6173448731352558,Used to have but don't have now,Never had,,No,Female,"Yes, always",No,Have now,"Yes, sometimes",No,No,Yes,Yes,No,No,Yes,Used to have but don't have now,Have now,Have now,Yes,19.363536126646043,Used to have but don't have now,Never had,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000458,lesotho,31.48504174300993,No,No,Yes,Don't know or N/A,Yes,240.56496520219704,791.9311247738171,1037.6678070692126,3.661775005095822,Used to have but don't have now,Never had,Yes,Yes,Female,"Yes, always",No,Used to have but don't have now,"Yes, always",Yes,Don't know or N/A,No,Yes,No,Yes,No,Used to have but don't have now,Used to have but don't have now,Never had,Yes,72.9303219714783,Have now,Have now,Yes,Never had,Have now,Medium
ID_DUMMY000459,zimbabwe,23.46858999094915,No,Yes,No,Yes,Yes,963.3839089092677,5074.965181732546,77590.24512875716,2.6873463678898757,Never had,Used to have but don't have now,No,No,Male,No,No,Never had,"Yes, always",No,Don't know or N/A,Yes,No,Yes,Yes,No,Used to have but don't have now,Never had,Never had,Yes,51.47332001161731,Used to have but don't have now,Used to have but don't have now,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000460,lesotho,62.45158210446139,Yes,No,No,Don't know or N/A,Don't know or N/A,6497.861194538476,298.1393224308614,4733.084367017123,3.4668635507154195,Never had,Used to have but don't have now,,Yes,Female,"Yes, sometimes",Yes,Have now,"Yes, sometimes",Don't know or N/A,Yes,No,No,Don't know,No,No,Never had,Never had,Never had,No,49.43497140409224,Used to have but don't have now,Never had,Yes,Have now,Have now,Medium
ID_DUMMY000461,malawi,43.93385407411702,Yes,Yes,No,Yes,No,18930.70108311466,239.64437930416273,2109.5646760710533,4.6524286456636785,Never had,Have now,,Yes,Female,No,No,Never had,"Yes, sometimes",No,No,No,No,No,No,No,Used to have but don't have now,Never had,Never had,Yes,14.06446868162801,Used to have but don't have now,Have now,Yes,Never had,Have now,Medium
ID_DUMMY000462,malawi,29.255844131643713,Don't know or N/A,No,No,Don't know or N/A,Yes,1317.9045889749514,246.23267144623716,5837.426058638749,2.4867456483084243,Used to have but don't have now,Used to have but don't have now,No,No,Female,No,No,Never had,No,Don't know or N/A,Yes,Yes,No,No,No,Yes,Never had,Never had,Used to have but don't have now,No,107.48097331425345,Never had,Used to have but don't have now,Yes,Have now,Have now,Low
ID_DUMMY000463,lesotho,40.45885593952034,No,Yes,No,Don't know or N/A,Yes,164.48463650425376,699.5834090745516,1651.8178526653828,7.869343172279621,Used to have but don't have now,Used to have but don't have now,No,No,Female,"Yes, sometimes",Yes,Used to have but don't have now,"Yes, sometimes",Yes,No,No,Yes,Don't know,Yes,No,Never had,Have now,Never had,Yes,8.285508757751966,Never had,Have now,Yes,Used to have but don't have now,Never had,Medium
ID_DUMMY000464,malawi,71.4495170923597,No,No,Yes,Don't know or N/A,Don't know or N/A,322.48800716260513,9860.24069078296,10876.347890586616,1.4602739846099724,Never had,Used to have but don't have now,Yes,No,Male,"Yes, sometimes",Yes,Have now,No,Yes,No,Yes,Yes,No,Yes,Yes,Have now,Used to have but don't have now,Never had,Yes,1.1974531990139248,Never had,Used to have but don't have now,No,Never had,Never had,Low
ID_DUMMY000465,malawi,43.367636853881635,Don't know or N/A,No,Yes,Don't know or N/A,Yes,100432.48286143997,1916.3128132598465,3642.722250759279,9.267945682339606,Used to have but don't have now,Never had,Yes,No,Male,"Yes, always",Yes,Never had,No,Don't know or N/A,No,No,Yes,Don't know,Yes,No,Used to have but don't have now,Never had,Never had,No,58.211359197544816,Never had,Have now,Yes,Have now,Never had,Medium
ID_DUMMY000466,eswatini,53.157630805730605,Don't know or N/A,Yes,No,No,Don't know or N/A,852.9026590755594,151.58237523445882,1254.6787625279967,9.654211885867282,Never had,Used to have but don't have now,No,Yes,Female,No,Yes,Used to have but don't have now,No,Don't know or N/A,No,Yes,No,No,No,No,Used to have but don't have now,Never had,Have now,No,105.90718521268167,Used to have but don't have now,Have now,No,Have now,Used to have but don't have now,Medium
ID_DUMMY000467,zimbabwe,30.399537227228244,No,No,No,Don't know or N/A,No,2625.301041087586,7017.464167264011,793.8202266744745,11.602423117498834,Never had,Never had,No,Yes,Female,No,No,Have now,"Yes, always",Yes,Yes,No,No,Yes,No,No,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,Yes,24.4167290997115,Never had,Never had,Yes,Never had,Have now,Medium
ID_DUMMY000468,malawi,50.181170586463416,No,No,Yes,Don't know or N/A,No,33.32211637808504,441.39914546341276,2644.693995991568,2.3537709819860084,Used to have but don't have now,Never had,,Yes,Female,"Yes, always",Yes,Have now,"Yes, always",Yes,Don't know or N/A,Yes,No,Don't know,No,No,Used to have but don't have now,Have now,Never had,No,96.45774542321361,Have now,Have now,No,Never had,Have now,Medium
ID_DUMMY000469,malawi,17.48136752749751,Don't know or N/A,No,No,No,No,10295.095460525174,422.824169108022,212.42734279465873,2.330323176468781,Have now,Used to have but don't have now,No,No,Male,"Yes, sometimes",Yes,Have now,"Yes, sometimes",Don't know or N/A,Yes,No,No,Yes,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Have now,No,8.245641326875317,Have now,Never had,No,Have now,Have now,Low
ID_DUMMY000470,malawi,32.74306402554144,Don't know or N/A,Yes,Yes,Don't know or N/A,Don't know or N/A,36.19307802619504,4211.605868228922,17939.76568160936,6.1681351370333335,Have now,Have now,Yes,Yes,Male,"Yes, always",No,Used to have but don't have now,"Yes, sometimes",Don't know or N/A,Don't know or N/A,No,Yes,Don't know,No,No,Never had,Have now,Used to have but don't have now,No,1.0036418252228518,Never had,Never had,Yes,Used to have but don't have now,Have now,Medium
ID_DUMMY000471,malawi,47.81826389607407,Don't know or N/A,No,No,No,Yes,306.3194951793364,810.5902606058977,1786.9430267512587,8.160837477457024,Have now,Never had,,Yes,Female,No,No,Never had,"Yes, always",Don't know or N/A,No,Yes,Yes,No,Yes,No,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,No,92.7371487948405,Used to have but don't have now,Used to have but don't have now,No,Used to have but don't have now,Never had,Medium
ID_DUMMY000472,zimbabwe,31.189914414658052,Yes,No,No,No,Don't know or N/A,3512.176159567139,2177.4736484816844,24846.69885552032,7.615383210126404,Never had,Never had,No,No,Male,"Yes, sometimes",No,Have now,"Yes, always",Don't know or N/A,Don't know or N/A,No,No,Don't know,Yes,Yes,Never had,Used to have but don't have now,Have now,No,90.20963908750085,Have now,Have now,Yes,Used to have but don't have now,Never had,Medium
ID_DUMMY000473,malawi,41.00591953515233,Yes,No,Yes,Don't know or N/A,No,50057.03280252795,2027.6731720130006,383.76936558280784,4.844158034676422,Used to have but don't have now,Have now,No,No,Male,No,Yes,Used to have but don't have now,"Yes, always",Don't know or N/A,Yes,Yes,Yes,Don't know,No,Yes,Never had,Used to have but don't have now,Have now,No,89.07038246389047,Have now,Have now,Yes,Used to have but don't have now,Have now,High
ID_DUMMY000474,eswatini,34.68347174645821,Yes,No,No,Don't know or N/A,Don't know or N/A,1142.545635141261,1711.0514057464304,4161.9235219884995,11.942266819727802,Used to have but don't have now,Have now,Yes,No,Female,"Yes, always",No,Never had,"Yes, always",Yes,No,No,Yes,No,Yes,No,Used to have but don't have now,Have now,Used to have but don't have now,Yes,91.04583853967048,Used to have but don't have now,Have now,Yes,Never had,Never had,Medium
ID_DUMMY000475,zimbabwe,60.39948849491657,No,Yes,Yes,Yes,Don't know or N/A,25414.783327597186,1459.6520828657353,9841.456972351682,5.003681439657029,Used to have but don't have now,Never had,Yes,No,Male,"Yes, sometimes",No,Never had,No,Yes,Yes,No,Yes,No,No,Yes,Never had,Have now,Never had,Yes,18.77720592043207,Have now,Never had,No,Never had,Have now,Low
ID_DUMMY000476,zimbabwe,61.71167619679732,No,Yes,No,No,No,1927.3633523756057,307.52276193853316,559.0506070945911,1.8831260848764964,Never had,Never had,No,Yes,Male,"Yes, always",Yes,Never had,"Yes, always",Yes,No,No,No,No,Yes,Yes,Never had,Used to have but don't have now,Have now,No,28.980075359140013,Have now,Used to have but don't have now,Yes,Have now,Never had,Low
ID_DUMMY000477,eswatini,35.55390281691965,No,No,No,Yes,No,179.265144067408,1122.6278390473258,9173.72696434538,1.0407844522212926,Have now,Have now,Yes,No,Female,"Yes, always",Yes,Used to have but don't have now,No,No,No,Yes,No,Don't know,No,Yes,Never had,Never had,Never had,Yes,9.236600325704888,Never had,Used to have but don't have now,Yes,Never had,Used to have but don't have now,Low
ID_DUMMY000478,lesotho,29.106925838236954,Yes,Yes,Yes,Don't know or N/A,Don't know or N/A,62228.46727656846,2359.460175810153,11556.982215499529,7.954097836041615,Have now,Have now,,No,Male,"Yes, sometimes",Yes,Never had,No,Yes,Don't know or N/A,Yes,No,Yes,Yes,Yes,Have now,Never had,Have now,No,32.63352473021385,Used to have but don't have now,Have now,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000479,eswatini,26.896793195256244,Yes,No,Yes,No,Yes,17685.40499172847,1419.0728427300153,4894.42556144258,1.9615979526792973,Used to have but don't have now,Never had,No,Yes,Female,No,Yes,Never had,"Yes, always",Yes,No,Yes,Yes,No,Yes,Yes,Have now,Have now,Have now,No,32.341423475072716,Never had,Used to have but don't have now,Yes,Have now,Have now,Medium
ID_DUMMY000480,lesotho,47.166738619040615,No,Yes,No,Don't know or N/A,Don't know or N/A,447.3333166424686,2196.9151222232763,154.33907200916966,1.536941705045495,Have now,Used to have but don't have now,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",Don't know or N/A,Yes,Yes,Yes,Don't know,Yes,Yes,Used to have but don't have now,Have now,Have now,Yes,79.43627337526424,Never had,Never had,No,Never had,Used to have but don't have now,Medium
ID_DUMMY000481,malawi,46.627599252154276,No,No,No,Yes,No,10417.703184853455,385.6160835645991,5154.6155766084685,0.462687345025399,Have now,Have now,,Yes,Male,No,No,Used to have but don't have now,"Yes, always",Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Never had,Have now,Have now,Yes,83.87385941848628,Used to have but don't have now,Have now,No,Have now,Never had,Medium
ID_DUMMY000482,lesotho,27.897343791085504,No,Yes,No,Don't know or N/A,No,58.83568841700362,1852.8403610396992,108.13224962381032,0.19879675840272978,Used to have but don't have now,Have now,Yes,No,Female,"Yes, sometimes",Yes,Have now,"Yes, sometimes",No,Don't know or N/A,No,Yes,Don't know,No,No,Never had,Have now,Have now,Yes,80.02168695667896,Used to have but don't have now,Never had,Yes,Never had,Have now,Low
ID_DUMMY000483,eswatini,48.149713305258345,Yes,No,Yes,No,No,1629.305290852993,669.0296108301972,6750.469032298305,11.561202569055897,Have now,Have now,,Yes,Male,"Yes, sometimes",Yes,Never had,No,Yes,Yes,Yes,No,Don't know,Yes,Yes,Used to have but don't have now,Have now,Used to have but don't have now,Yes,119.53892081985346,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Never had,Medium
ID_DUMMY000484,eswatini,44.02069634900941,Don't know or N/A,Yes,Yes,Don't know or N/A,Yes,5610.03318801002,2216.9804352752208,113.97398017081771,0.3481220362865055,Used to have but don't have now,Used to have but don't have now,No,Yes,Female,"Yes, always",No,Have now,"Yes, sometimes",Don't know or N/A,No,No,No,No,Yes,No,Never had,Never had,Have now,No,11.390152418600366,Never had,Used to have but don't have now,Yes,Never had,Have now,Low
ID_DUMMY000485,zimbabwe,49.08146415984378,Yes,No,Yes,Yes,No,10147.042756992272,238.64457403971468,1165.2082989348635,0.11340586641273957,Never had,Used to have but don't have now,No,No,Male,"Yes, always",No,Never had,"Yes, always",No,Yes,No,Yes,Don't know,Yes,Yes,Have now,Never had,Used to have but don't have now,No,43.25121925697833,Have now,Never had,Yes,Used to have but don't have now,Have now,Low
ID_DUMMY000486,eswatini,44.006319598822415,Don't know or N/A,No,Yes,Don't know or N/A,No,52194.560510553536,5556.091050446156,170.37560684390957,1.3199460919587747,Have now,Never had,,No,Male,"Yes, always",No,Have now,"Yes, always",No,No,Yes,No,No,Yes,No,Have now,Never had,Used to have but don't have now,Yes,1.725773528650203,Never had,Used to have but don't have now,No,Never had,Used to have but don't have now,Medium
ID_DUMMY000487,lesotho,47.46483988367258,Don't know or N/A,No,No,Yes,Don't know or N/A,42525.81741518842,1959.0457688265158,12884.299619404757,4.143635930371261,Never had,Have now,,No,Female,No,No,Have now,No,No,No,Yes,Yes,Yes,No,Yes,Used to have but don't have now,Have now,Never had,No,74.95368577374379,Used to have but don't have now,Have now,Yes,Used to have but don't have now,Have now,Medium
ID_DUMMY000488,lesotho,42.99170314770075,Don't know or N/A,No,Yes,Don't know or N/A,Yes,24105.057402022798,1362.8477858641716,1887.532081713277,7.067920140598498,Used to have but don't have now,Used to have but don't have now,Yes,Yes,Male,"Yes, always",No,Used to have but don't have now,No,Don't know or N/A,Don't know or N/A,No,No,Don't know,Yes,No,Used to have but don't have now,Have now,Have now,Yes,53.07525665413623,Have now,Used to have but don't have now,No,Used to have but don't have now,Never had,Low
ID_DUMMY000489,zimbabwe,30.178856008695984,Don't know or N/A,Yes,Yes,Don't know or N/A,No,63878.329369948864,2321.099292962963,145.6561759751079,13.168107520581172,Never had,Have now,No,Yes,Female,"Yes, sometimes",No,Used to have but don't have now,"Yes, sometimes",No,Yes,No,No,Yes,No,No,Used to have but don't have now,Used to have but don't have now,Have now,Yes,111.49674240185553,Never had,Used to have but don't have now,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000490,malawi,44.41179151589706,Yes,No,Yes,No,No,44.69881470926733,2802.48562405329,8896.530687936225,4.496654568445091,Used to have but don't have now,Used to have but don't have now,,Yes,Female,"Yes, sometimes",Yes,Used to have but don't have now,"Yes, always",Don't know or N/A,No,No,No,Don't know,Yes,No,Never had,Have now,Used to have but don't have now,No,6.401759638667723,Have now,Have now,No,Have now,Never had,Medium
ID_DUMMY000491,zimbabwe,63.44988920500344,No,Yes,Yes,Yes,Don't know or N/A,1084.1012606018405,223.99833513964018,26029.716962877883,14.21007872475774,Have now,Used to have but don't have now,,No,Male,"Yes, sometimes",Yes,Never had,"Yes, always",Yes,Don't know or N/A,No,No,Yes,No,No,Have now,Never had,Have now,Yes,20.08284386841372,Used to have but don't have now,Have now,Yes,Have now,Never had,Medium
ID_DUMMY000492,lesotho,63.55104628636954,Yes,Yes,Yes,Don't know or N/A,No,3003.0729008490857,5000.006808486125,20224.634052745085,1.609906194807168,Never had,Have now,Yes,Yes,Male,"Yes, always",No,Used to have but don't have now,"Yes, always",Yes,Yes,No,Yes,Yes,No,No,Have now,Used to have but don't have now,Used to have but don't have now,Yes,18.744788242394637,Have now,Never had,No,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000493,lesotho,54.77049415785682,Don't know or N/A,No,No,No,No,86684.34292993291,2551.205547758005,371.04901274121653,3.0364255764388965,Have now,Have now,Yes,No,Female,"Yes, always",Yes,Have now,No,Yes,Don't know or N/A,Yes,Yes,Don't know,No,No,Never had,Used to have but don't have now,Never had,No,80.13127099237835,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Have now,Medium
ID_DUMMY000494,eswatini,35.97834662594258,No,No,No,Don't know or N/A,No,5911.62286397789,11285.123479120166,8409.831842276326,9.105580186750542,Never had,Never had,Yes,No,Male,"Yes, sometimes",No,Used to have but don't have now,"Yes, always",Yes,Don't know or N/A,No,Yes,Don't know,No,No,Used to have but don't have now,Never had,Used to have but don't have now,No,96.33731217894007,Have now,Used to have but don't have now,Yes,Have now,Never had,Medium
ID_DUMMY000495,lesotho,40.52217602372159,No,No,No,Yes,Don't know or N/A,9102.269245332978,24.671775142331864,1060.0873333598438,0.8343539423031892,Used to have but don't have now,Have now,Yes,No,Male,No,Yes,Used to have but don't have now,"Yes, sometimes",Don't know or N/A,Yes,Yes,Yes,Don't know,No,Yes,Used to have but don't have now,Never had,Never had,Yes,68.71286794584269,Never had,Never had,No,Used to have but don't have now,Never had,Medium
ID_DUMMY000496,malawi,44.63587981373872,Yes,Yes,No,Don't know or N/A,Don't know or N/A,1980.4068017756642,15263.407062893566,30682.12466066766,2.19194082082837,Used to have but don't have now,Have now,No,No,Female,"Yes, always",No,Never had,"Yes, always",No,No,Yes,No,No,No,Yes,Never had,Have now,Have now,Yes,6.2387222373248985,Never had,Have now,Yes,Have now,Have now,Medium
ID_DUMMY000497,eswatini,39.11262921269929,Don't know or N/A,No,Yes,Don't know or N/A,Yes,1207.951281359119,1469.294269976686,461.7817034225071,10.64202484115725,Used to have but don't have now,Never had,,No,Male,"Yes, always",Yes,Used to have but don't have now,"Yes, always",Yes,No,No,No,Yes,No,Yes,Never had,Never had,Used to have but don't have now,No,105.94977798224666,Never had,Used to have but don't have now,Yes,Have now,Never had,Medium
ID_DUMMY000498,zimbabwe,26.432615980749684,Don't know or N/A,No,Yes,No,Don't know or N/A,10357.04711629232,2819.442294125042,425.0605513803126,1.6880012053853386,Never had,Used to have but don't have now,Yes,No,Male,No,Yes,Used to have but don't have now,"Yes, always",No,No,Yes,No,Don't know,Yes,Yes,Never had,Have now,Never had,Yes,96.31683748235156,Used to have but don't have now,Have now,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000499,lesotho,43.03798285645578,No,Yes,Yes,No,Yes,15377.92049029854,1042.712899476731,4099.144784769422,9.399280356643363,Have now,Never had,Yes,No,Male,"Yes, sometimes",Yes,Have now,"Yes, always",No,Don't know or N/A,Yes,Yes,Don't know,No,No,Used to have but don't have now,Used to have but don't have now,Never had,No,7.487288231793268,Have now,Never had,No,Never had,Have now,Medium
ID_DUMMY000500,lesotho,33.80284427334914,No,No,No,Yes,No,2012.3668249068699,805.2967585757692,471.6131142296857,0.36842048178420517,Never had,Have now,Yes,No,Female,No,No,Have now,"Yes, sometimes",No,Don't know or N/A,Yes,Yes,Yes,Yes,No,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,Yes,25.295172186003434,Used to have but don't have now,Have now,Yes,Used to have but don't have now,Never had,Medium
ID_DUMMY000501,eswatini,37.878710042610614,No,No,Yes,No,Don't know or N/A,134.66138958463208,524.9323406251657,1082.7118140729824,0.9165567669698085,Never had,Used to have but don't have now,No,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,Yes,No,Yes,Yes,No,Never had,Used to have but don't have now,Used to have but don't have now,Yes,17.673067626250912,Never had,Have now,Yes,Used to have but don't have now,Never had,Medium
ID_DUMMY000502,malawi,39.25882960167845,Yes,Yes,No,Yes,No,7776.6663542372435,4071.5360341216933,561.3937840706443,1.9745098602513413,Never had,Have now,No,Yes,Male,"Yes, always",Yes,Used to have but don't have now,No,No,No,No,Yes,Don't know,No,No,Used to have but don't have now,Never had,Have now,No,35.926004844641795,Have now,Have now,Yes,Have now,Have now,Low
ID_DUMMY000503,eswatini,34.153564945660875,Don't know or N/A,No,Yes,Don't know or N/A,No,1474.6225892923574,345.50458049526185,175.3861306902527,5.604200656745553,Never had,Used to have but don't have now,,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,Yes,No,Yes,No,No,Have now,Used to have but don't have now,Have now,No,7.507781066334189,Used to have but don't have now,Have now,Yes,Never had,Have now,Medium
ID_DUMMY000504,zimbabwe,47.14035359002678,Yes,No,Yes,Yes,Don't know or N/A,977.6521127147589,590.2246733994245,341.02065390130537,9.99978591018371,Never had,Have now,No,Yes,Male,"Yes, always",Yes,Have now,"Yes, always",Yes,Don't know or N/A,Yes,Yes,No,No,No,Used to have but don't have now,Never had,Have now,Yes,18.59103733721312,Used to have but don't have now,Used to have but don't have now,Yes,Never had,Used to have but don't have now,Medium
ID_DUMMY000505,malawi,39.622729955502685,Yes,Yes,Yes,No,No,546.2860456094072,2590.721584285139,72.63452171417298,8.143228290865643,Never had,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know or N/A,Yes,Yes,Yes,Don't know,Yes,No,Used to have but don't have now,Used to have but don't have now,Have now,Yes,16.45781857832918,Have now,Never had,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000506,malawi,42.206014195870054,Don't know or N/A,Yes,Yes,Don't know or N/A,No,650871.3795151443,1853.2572338327013,296.69412491977073,1.598550472856222,Never had,Never had,,Yes,Female,No,Yes,Used to have but don't have now,No,Yes,Don't know or N/A,No,No,Yes,Yes,Yes,Used to have but don't have now,Never had,Never had,No,58.540118225281496,Never had,Used to have but don't have now,Yes,Have now,Used to have but don't have now,Low
ID_DUMMY000507,eswatini,39.03280300843887,Yes,Yes,Yes,Yes,Don't know or N/A,563.3425533443203,4328.972146863178,672.3825878852123,0.2933321887280849,Have now,Used to have but don't have now,,No,Female,No,No,Have now,No,Yes,Don't know or N/A,No,No,No,No,No,Never had,Have now,Used to have but don't have now,No,50.232872990199596,Never had,Never had,No,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000508,zimbabwe,60.86621622223998,No,No,Yes,No,Don't know or N/A,1567.9345637922345,17134.26545388923,7828.0848817884325,7.504022719200143,Never had,Have now,No,Yes,Male,"Yes, sometimes",No,Used to have but don't have now,No,Yes,No,Yes,No,Yes,No,No,Have now,Have now,Used to have but don't have now,No,103.46435683898265,Have now,Have now,No,Have now,Have now,Medium
ID_DUMMY000509,malawi,44.72556757859502,Don't know or N/A,No,Yes,Don't know or N/A,Don't know or N/A,63.095840065287845,721.7471781296115,8277.401322113337,1.085599383242565,Never had,Never had,Yes,Yes,Male,No,No,Have now,No,No,No,No,Yes,No,Yes,No,Never had,Used to have but don't have now,Used to have but don't have now,No,58.727104488790644,Have now,Used to have but don't have now,No,Never had,Never had,Low
